25 Toa Payoh Lorong 8,1.33904,103.85759,2.6,,2.6,,2.6,
The Cathay,1.299389,103.847397,,0800-0959: 2.8; 1000-2159: 1.4; 2200-0759: 3,,0800-2159: 1.4; 2200-0759: 3,,0800-2159: 1.4; 2200-0759: 3
The Centrepoint,1.30115,103.83945,,0700-1659: 2; 1700-0659: 2,,0700-1659: 2; 1700-0659: 2,2,
The Heeren,1.30356,103.8348,3,,,0800-2300: 5,,0800-2300: 5
Traders Hotel,1.30419,103.823723,,0600-1659: 2.4; 1700-0559: 3.5,,0600-1259: 2.4; 1300-0559: 3.5,3.5,
TripleOne Somerset,1.30054,103.83812,,0700-1759: 3; 1800-2359: 1.8; 0000-0659: 2,,0700-1759: 2; 1800-2359: 1.8; 0000-0659: 2,,0700-2359: 1.8; 0000-0659: 2
Wheelock Place,1.30356,103.834801,,0800-1759: 3; 1800-0759: 4.5,,0800-1759: 3; 1800-0759: 4.5,,0800-1759: 3; 1800-0759: 4.5
Winsland House,1.29933,103.84039,,0700-1859: 2.5; 1900-2259: 3.5; 2300-0659: 3.5,,0700-1859: 2.5; 1900-2259: 3.5; 2300-0659: 3.5,,0700-2259: 4.5; 2300-0659: 3.5
Wisma Atria,1.30356,103.834801,,0700-1659: 2.4; 1700-0659: 3.5,3.6,,3.6,
York Hotel,1.30615,103.835968,,0801-1800: 4; 1801-0800: 5,,0801-1800: 4; 1801-0800: 5,5,
Changi Chapel and Museum (The Changi Museum),1.3618,103.9719,F,,F,,F,
Chinatown Heritage Centre,1.28333,103.84445,C,,C,,C,
Chinese Garden,1.33784,103.72639,,0600-1759: F; 1800-0559: 1,,0600-1759: F; 1800-0559: 1,,0600-1759: F; 1800-0559: 1
Haw Par Villa,1.28073,103.785027,,0900-1859: 5 ,,0900-1859: 5 ,,0900-1859: 5 
Hay Dairies Goat Farm,1.43219,103.70888,,0900-1559: F,,0900-1559: F,,0900-1559: F
Jurong Bird Park,1.32,103.70844,,0800-1700: 2,,0800-1700: 2,,0800-1700: 2
Labrador Secret Tunnel ( Labrador Park ),1.28944,103.84998,F,,F,,F,
Mandai Orchid Garden,1.3873,103.7296,F,,F,,F,
Memories at Old Ford Factory,1.35542,103.76874,F,,F,,F,
Mount Faber (Jewel Box),1.26983,103.82177,5,,5,,5,
National Museum of Singapore,1.29497,103.84978,C,,C,,C,-
Reflections at Bukit Chandu,1.27781,103.79436,F,,F,,F,
Resorts World Sentosa - Universal Studios Singapore (RWS B1 car park),1.2539,103.820389,,0700-1859: 7; 1900-0659: 6,,0700-1859: 8; 1900-0659: 8,,0700-1859: 8; 1900-0659: 8
Royal Selangor Pewter Museum ( Park at Clarke Quay),1.29137,103.84528,,0000-1659: 2.2; 1700-2359: 2.5,,0000-1659: 2.2; 1700-2359: 2.5,2.5,
Sentosa (Beach and Imbiah car park),1.25428,103.8172,,0700-1159: 3; 1200-1359: F; 1400-1700: 3; 1701-0659: 1,,0700-1659: 5; 1700-0659: 2,,0700-1659: 5; 1700-0659: 2
Sentosa (Tanjong & Palawan car park),1.24362,103.82797,,0700-1159: 3; 1200-1359: F; 1400-1700:3; 1701-0659: 1,,0700-1700: 3; 1701-0659: 1,,0700-1700: 3; 1701-0659: 1
Singapore Art Museum,1.29729,103.85035,C,,C,,C,
Singapore Botanic Gardens,1.3112,103.81757,,0700-2230: 1.2,,0700-2230: 1.2,,0700-2230: 1.2
Singapore City Gallery (URA centre),1.27996,103.84461,,0600-2159: 2.2; 2200-0559: 3,,0600-2159: 2.2; 2200-0559: 3,,0600-2159: 1.1; 2200-0559: 3
Singapore Flyer,1.29021,103.85951,,0600-1159: 2; 1200-1359: F; 1400- 1759: 2; 1800-0559: 2,,0600-2359: 2; 0000-0559: 2,,0600-2359: 2; 0000-0559: 2
Singapore Mint Coin Gallery,1.32416,103.74054,,0830-1630: F,C,,C,
Singapore Philatelic Museum,1.29288,103.84899,C,,C,,C,
Singapore Science centre/Singapore Discovery Centre / Snow City,1.33026,103.73865,1,,1,,1,
Singapore Turf Club (STC),1.4172,103.76311,5,Daily: $5 per entry; -,5,,5,
Singapore Zoological gardens/Night Safari,1.404971,103.79068,3,,3,,3,
Sungei Buloh Wetland Reserve,1.44065,103.72806,,0700-1900: F,,0700-1900: F,,0700-1900: F
The Arts House (Park at New Parliament House),1.28861,103.85141,C,,C,,C,
The Battle Box ( Park at Fort Canning,1.29515,103.84655,C,,C,,C,
Underwater World Singapore,1.25807,103.81436,,0700-2359:7.5; 0000-0659: 20,,0700-2359: 9; 0000-0659: 20 ,,0700-2359: 9; 0000-0659: 20
10 Raeburn Park,1.27321,103.83502,,0801-1659: 1.07; 1700-2300: 3.21; 2301-0800: 2.14,,0801-1659: 1.07; 1700-2300: 3.21; 2301-0800: 2.14,1.07,
1557 Keppel Road,1.27339,103.84035,,0700-1900: 1.29; 1901-0659: 2.14,,0700-1300: 1.29; 1301-0659: 2.14,2.14,
34 Boon Leat Terrace,1.27568,103.79699,,0701-1759: 1.6; 1800-2200: 2.5; 2201-0700: 4,,0700-1300: 1.6; 1301-0700: 4,4,
798 Upper Bukit Timah Road,1.37126,103.76344,,0000-0700: 4.24; 0701-2359: 2.14,,0000-0700: 4.24; 0701-2359: 2.14,,0000-0700: 4.24; 0701-2359: 2.14
8 Shenton Way,1.27443,103.84701,,0700-1800: 4.6; 1801-0659: 2.8,,0700-1300: 4.6; 1301-0659: 2.8,2.8,
Amara Hotel,1.2742,103.844032,,0800-1659: 4; 1700-0759: 3,,0800-1659: 4; 1700-0759: 3,3,
Asia Square,1.27762,103.85107,,0700-1759: 4.8; 1801-0659: 3,3,,3,
Bangkok Bank Building,1.28023,103.84916,,0700-1859: 2,,0700-1500: 2,C,
Bayfront Avenue,1.28944,103.84998,,0700-1759: 3; 1800-0659: 1.2,,0700-1259: 3; 1300-0659: 1.2,1.2,
Berjaya Hotel,1.28417,103.845207,,0830-1659: 1; 1700-2159: 1; 2200-0829: F,,0830-1659: 1; 1700-2159: 1; 2200-0829: F,,0830-2159: 1; 2200-0829: F
Bugis Junction,1.29823,103.85392,,0800-1659: 1.07; 1700-0759: 2.50,2.5,,2.5,
Burlington Square,1.30086,103.85193,,0700-1659: 2.4; 1700-0659: 2.2,3.6,,3.6,
CapitaCommercial Trust (CCT),1.30086,1.30086,,0000-1659: 2.05; 1700-2359: 6.2,,0000-1259: 2.05; 1300-2359: 6.2,6.2,
Capital Square,1.28434,103.84913,,0800-1759: 4.4; 1800-0759: 3.2,,0800-1259: 4.4; 1300-0759: 3.2 ,3.2,
Capital Tower,1.28023,103.84916,,0700-1759: 5.6; 1800-0659: 3.2,,0700-1459: 5.6; 1300-0659: 3.2,3.2,
Carlton Hotel,1.29453,103.853912,,0700-1759: 3; 1800-0659: 6,,0700-1759: 3; 1800-0659: 6,,0700-1759: 3; 1800-0659: 6
Central Mall,1.28895,103.84231,,0600-1659: 2; 1700-0559: 3,,0600-1659: 2; 1700-0559: 3,3,
Central ,1.28841,103.84679,,0600-1659: 2.2; 1700-0559: 3.5,,0600-1659: 2.2; 1700-0559: 3.5,3.5,
Chijmes,1.29823,103.85392,,0800-1759: 2.2; ,,0800-1759: 2.2; ,,0800-1759: 2.2; 
China Square Central,1.2829,103.84735,,0800-1759: 1.8; 1800-2359: 3,,0600-2359: 3,,0600-2359: 3
Chinatown Point,1.2857,103.844749,,0700-1659: 2.4; 1700-0659: 2.5,,0700-1659: 2.4; 1700-0659: 2.5,2.5,
Clarke Quay,1.29206,103.844978,,0700-1159: 2.14; 1200-1459: F; 1500-0659: 2.14,,0700-1659:  2.14; 1700-0659: 2.14,2.68,
Clifford Centre,1.28454,103.85203,,0600-1659: 5; 1700-2300: 3,,0600-1659: 5; 1700-2300: 3,,0600-1659: 5; 1700-2300: 3
Conrad Centennial Singapore,1.29438,103.858772,,0700-1759: 3.3; 1800-0659: 2.2,2.2,,2.2,
Copthorne King's Hotel,1.28829,103.83699,,0700-2359: 3; 0000-0659: 4,,0700-2359: 3; 0000-0659: 4,,0700-2359: 3; 0000-0659: 4
Copthorne Orchid Hotel,1.3261,103.823967,,0800-1659: 1.5; 1700-0759: 3,,0800-1659: 1.5; 1700-0759: 3,,0800-1659: 1.5; 1700-0759: 3
CPF Building Robinson Road,1.27949,103.84919,,0600-1700: 3,,0600-1300: 3,C,
DBS Building,1.27807,103.84938,,0600-1859: 5.14; 1900-0559: 2.57,,0600-1259: 5.14; 1300-0559: 2.57,2.57,
Far East Square,1.28379,103.84788,,0600-1659: 4.28; 1700-0559: 3.21,3.21,,3.21,
Far Eastern Bank Building,1.27975,103.84836,,0700-1759: 4.6; 1800-0659: 3.2,,0700-1259: 4.6; 1300-0659: 3.2,C,
Fortune Centre,1.30012,103.85199,,0700-1859: 3.22; 1900-0659: 3.21,,0700-1859: 3.22; 1900-0659: 3.21,,0700-1859: 3.22; 1900-0659: 3.21
Fu Lu Shou Complex,1.30175,103.85474,,0800-1659: 2.4; 1700-0030: 2.2,,0800-1659: 2.4; 1700-0030: 2.2,,0800-1659: 2.4; 1700-0030: 2.2
Fullerton Hotel,1.28588,103.85278,,0700-1759: 4.4; 1800-0659: 5,5,,5,
Funan DigitaLife Mall,1.29528,103.85321,,0000-1759: 2.14; 1800-2159: 2.14,,0000-1759: 2.14; 1800-2159: 2.14,,0000-1759: 2.14; 1800-2159: 2.14
Furama City Centre Singapore,1.2858,103.844597,,0500-1659: 2.8; 1700-0459: 3,,0500-1659: 2.8; 1700-0459: 3,3,
Furama Riverfront Singapore,1.28848,103.836632,,0700-1659: 2; 1700-0659: 6,,0700-1659: 2; 1700-0659: 6,,0700-1659: 2; 1700-0659: 6
Gallery Hotel,1.2905,103.839073,,1200-1400: 3; 1401-1800; 1801-2359: 3; 0000-1159: 2,,0600-2359: 3; 0000-0159: 3,,0201-0600: 2
Gillman Barracks,1.27947,103.80479,,0000-1659: 1; 1700: 2359: 2,,0700-1800: F; 1801-0659: 2,F,
Golden Mile Complex,1.30288,103.861572,,0700-1759: 2; 1800-0659: 2.2,,0700-1759: 2; 1800-0659: 2.2,2.2,
Golden Shoe Complex,1.28944,103.84998,,0700-1659: 5.2; 1700-0659: 3.3,,0700-1259: 5.2; 1300-0659: 3.3 ,3.3,
Grand Copthorne Waterfront Hotel,1.29159,103.835312,,0700-1659: 3.75; 1700-0659: 4.28,,0700-1659: 3.75; 1700-0659: 4.28,4.28,
Grand Pacific Hotel (Formerly Allson Hotel),1.3019,103.857018,,0700-1659: 2.64; 1700-0659: 3.57,,0700-1659: 2.64; 1700-0659: 3.57,3.57,
Grand Park City Hall,1.29266,103.850922,,0700-1659: 3.28; 1700-0659: 5.35,,0700-1659: 3.28; 1700-0659: 5.35,,0700-1659: 3.28; 1700-0659: 5.35
Great Eastern Centre,1.28509,103.84783,,0800-1759: 3.6; 1800-2359: 3,,0800-2359: 3,,0800-2359: 3
Great World City,1.29244,103.832199,,0601-1700: 1.55; 1701-0600: 3.3,1.65,,1.65,
Harbourfront Centre,1.26426,103.81974,,0700-1759: 1.2; 1800-0059: 2.4; 0100-0659: 2.04,,0700-1759: 1.2; 1800-0059: 2.4; 0100-0659: 2.04,,0700-1759: 1.2; 1800-0059: 2.4; 0100-0659: 2.04
Holiday Inn Atrium Singapore,1.28332,103.83601,,0700-1659: 1.8; 1700-0659: 3.8,,0700-1659: 1.8; 1700-0659: 3.8,3.8,
Hong Leong Building,1.28168,103.85116,,0700-1659: 5; 1700-2300: 3.1; 2301-0659: 12,,0700-1259: 5; 1300-2300: 3.1; 2301-0659: 12,,0700-2300: 3.1; 2301-0659: 12
Hub Synergy Point (Formerly Apex tower),1.2742,103.84403,,0700-1759: 2; 1800-2359: 1,,0700-1359: 2; 1400-2359: 1,,0700-2359: 1
Icon Village,1.27559,103.84394,,0700-1659: 3; 1700-0659: 3,,0700-1259: 3; 1300-0659: 3,3,
Iluma,1.3019,103.85702,,0800-1659: 1.071700-0759: 2.5,2.5,,2.5,
Income At Raffles ( former Hitachi tower),1.28439,103.852882,,0730-1759: 5.5; 1800-0729: 3.3,,0730-1259: 5.5; 1300-0729: 3.3,3.3,
Inter-continental Singapore Hotel,1.29708,103.855759,,0800-1659: 1.07; 1700-0759: 2.5,2.5,,2.5,
International Plaza,1.27624,103.845581,,0700-1659: 4.4; 1700-0659: 3,,0700-1459: 4.4; 1500-0659: 3,3,
Keck Seng Tower,1.28023,103.84916,,0800-1759: 5; 1800-2200: 2.5,,0800-1359: 5; 1400-2200: 2.5,C,
Keppel Bay Tower / Harbourfront Tower One,1.26514,103.818062,,0700-1859: 2.1; 1900-0059: 3.1; 0100-0659: 3.1,,0700-1259: 2.1; 1300-1759: 1.2; 1800-0059: 2.4; 0100-0659: 3.1,,0700-1759: 1.2; 1800-0059: 2.4; 0100-0659: 3.1
Keypoint,1.30203,103.862991,4.2,,4.2,,2,
"klapsons, The Boutique Hotel",1.27408,103.842201,,0630-1829: 3; 1830-0629: 4,,140-2359: 4,4,
Landmark Village Hotel,1.30225,103.85817,,0800-1659: 1.9; 1700-0759: 2.14,,0800-1659: 1.9; 1700-0759: 2.14,2.14,
Liang Court,1.29206,103.84498,,0700-1659: 1.07; 1700-0659: 3.21,,0700-1259: 1.07; 1300-0659: 3.21,3.21,
M Hotel,1.27462,103.845467,3,,3,,3,
Mandarin Oriental Hotel,1.29021,103.859512,,0700-1659: 2.2; 1700-0159: 2.2; 0200-0659: 2.2,,0700-0159: 2.4; 0200-0659: 2.2,,0700-0159: 2.4; 0200-0659: 2.2
"Marina Bay Financial Centre Tower 1, 2 ,3 & Marina Bay Link Mall",1.27579,103.850182,,0600-1759: $6.42; 1800-0559: 3.21,3.21,,3.21,
Marina Bay Sands,1.28099,103.858398,7,,,0700-1859: 8; 1900-0659: 8,,0700-1859: 8; 1900-0659: 8
Marina Mandarin Hotel,1.29303,103.860268,,0700-1659: 2.2; 1700-0159: 2.2; 0200-0659: 2.2,,0700-0159: 2.4; 0200-0659: 2.2,,0700-0159: 2.4; 0200-0659: 2.2
Marina Square,1.29303,103.860268,,0700-1659: 2.2; 1700-0159: 2.2; 0200-0659: 2.2,,0700-0159: 2.4; 0200-0659: 2.2,,0700-0159: 2.4; 0200-0659: 2.2
Merchant Square,1.28853,103.84361,,0800-1759: 2; 1800-0759: 3,3,,3,
Millenia Singapore,1.29517,103.85746,,0700-1759: 3.3; 1800-0659: 2.2,2.2,,2.2,
Millenia Walk (Basement Car Park),1.29212,103.85916,,0700-1759: 3.3; 1800-0659: 2.2,2.2,,2.2,
Millenia Walk (Surface parking @ L1),1.29212,103.85916,,0700-1759: 4.28; 1800-0659: 4.28,4.28,,4.28,
Neil Road Off-Street,1.28944,103.84998,2,,,0700-1700: 2; 1701-0659: 1,1,
North Bridge Centre,1.29528,103.85321,,0800-1659: 2.6; 1700-2259: 3,3,,3,
Novotel Clarke Quay,1.29206,103.844978,,0700-1659: 1.07; 1700-0659: 3.21,,0700-1259: 1.07; 1300-0659: 3.21,3.21,
OCBC centre,1.28532,103.84984,,0700-1759: 4; 1800-0659: 3,3,,3,
One Fullerton,1.28604,103.853592,,0700-1759: 5; 1800-0659: 5,5,,5,
One Raffles Quay,1.28115,103.8523,,0600-1759: 6.42; 1800-0559: 3.21,3.21,,3.21,
OUB Centre,1.28454,103.852028,,0700-1659: 5.24; 1700-0659: 3.21,,0700-1659: 5.24; 1700-0659: 3.21,,0700-1659: 5.24; 1700-0659: 3.21
OUE Bayfront (Formerly Overseas Union House),1.28439,103.852882,,0700-1759: 5.16; 1800-0659: 3.21,,7am-2.59pm: $0.86 per 10mins block. 3pm-11.59am $3.21 per entry,3.21,
Pan Pacific Hotel,1.29212,103.859161,2.2,,2.2,,2.2,
Parklane Shopping Mall,1.30201,103.850029,,0700-1859: 2.5; 1900-2359: 2.5; 0000-0659: 2.5,,0700-1859: 2.5; 1900-2359: 2.5; 0000-0659: 2.5,,0700-2359: 3
PARKROYAL on Beach Road,1.30203,103.862991,,0700-1659: 2.5; 1700-0659: 2.5,,0700-1259: 2.5; 1300-0659: 2.5 ,2.5,
Pearl's Centre,1.28192,103.84101,,0830-1659: 2.4; 1700-0829: 2.5,,0830-1659: 2.4; 1700-0829: 2.5,2.5,
Peninsula Excelsior Hotel,1.29179,103.850952,,0800-1659: 2.6; 1700-0759: 4,,0800-1659: 2.6; 1700-0759: 4,,0800-1659: 1.5; 1700-0759: 4
Peninsular Plaza,1.29266,103.85092,S,,S,,S,
People's Park Centre,1.28728,103.84338,,0700-1659: 3; 1700-0659: 2.5,,0700-1659: 3; 1700-0659: 2.5,,0700-1659: 3; 1700-0659: 2.5
PoMo (Fomerly Paradiz Centre),1.30201,103.85003,,0800-1659: 2.5; 1700-0759: 2.95,,0800-1659: 2.5; 1700-0759: 2.95,2.95,
PWC Building,1.282132,103.848923,,0800-1759: 4.4; 1800-0759: 3,3,,C,
Raffles City,1.29528,103.85321,,0800-1759: 2.2; 1800-0759: 3,2.2,,2.2,
Raffles Hotel,1.29616,103.856461,,0000-1759: 6; 1800-2359: 6,,0000-1759:6; 1800-2359: 6,6,
Republic Plaza,1.28375,103.850906,,0700-1659: 6; 1700-0659: 3,,"Charges same as wkdays, but $3 per entry after 12pm",3,
Resorts World Sentosa,1.2539,103.820389,,0700-1859: 7; 1900-0659: 6,,0700-1859: 8; 1900-0659: 8,,0700-1859: 8; 1900-0659: 8
Robertson Walk,1.29155,103.84194,,0500-1759: 1.5; 1800-0459: 4,,0500-1759: 1.5; 1800-0459: 4,4,
Robinson 77 (Formerly SIA Building),1.27949,103.84919,,0700-1659: 4.8; 1700-2259: 2.4,,0700-1359: 4.8; 1400-2259: 2.4,2.4,
Robinson Centre,1.27936,103.84962,,0800-1659: 4; 1700-0759: 3,,0800-1259: 4; 1300-0759: 3,,0800-1259: 4; 1300-0759: 3
"School of the Arts, Singapore (SOTA)",1.29909,103.84817,,0700-1759: 2.5; 1800-0159: 5; 0200-0659: 10 ,,0700-1759: 2.5; 1800-0159: 5; 0200-0659: 10,,0700-1759: 2.5; 1800-0159: 5; 0200-0659: 10
SGX Centre,1.27936,103.84962,,0700-1659: 5; 1700-2200: 3,,0700-2200: 3,,0700-2200: 3
Shenton House,1.27807,103.84938,,0800-1730: 6; 1731-0759: 3,,0800-1359: 6; 1400-0759: 3,3,
Sim Lim Square,1.30349,103.855598,,0330-1759: 3; 1800-0329: 2,,0330-1759: 3; 1800-0329: 2,,0330-1759: 3; 1800-0329: 2
Sim Lim Tower,1.30578,103.85554,,0800-1759: 3; 1800-0759: 3,,0800-1759: 3; 1800-0759: 3,3,
"Singapore General Hospital (Carpark C, E, G & I)",1.28052,103.83587,,0700-2159: 2.16; 2200-0659: 2.14,,0700-2159:2.16; 2200-0659: 2.14,,0700-2159: 1.08; 2200-0659: 2.14
Singapore General Hospital (Multi-Storey Carpark H),1.28332,103.836014,,0700-2159: 1.08; 2200-0659: 2.14,,0700-2159: 1.08; 2200-0659: 2.14,2.14,
Singapore Land Tower,1.28454,103.85203,T,,T,,T,
Six Battery Road,1.28566,103.85114,,0700-1759: 6.2; 1800-0659: 3.7,,0700-1459: 6.2; 1300-0659: 3.7,3.7,
Sunshine Plaza,1.30086,103.851929,,0700-1759: 2.14; 1800-0659: 3.21 ,,0700-1759: 2.14; 1800-0659: 3.21 ,,0700-1759: 2.14; 1800-0659: 3.21 
Suntec City,1.29303,103.860268,,0700-1659: 2.2; 1700-2359: 2.2; 0000-0659: 1.1,1.1,,1.1,
Swissotel Merchant Court Hotel,1.284,103.842567,4.5,,4.5,,4.5,
Swissotel The Stamford Hotel,1.29453,103.853912,,0800-1659: 2; 1700-0759: 2.5,2,,2,
Tanjong Katong Complex,1.31642,103.89534,H,,H,,H,
The Adelphi,1.29179,103.85095,,0600-1659: 2.4; 1700-0100: 3.21,,0600-1659: 2.4; 1700-0100: 3.21,,0600-0100: 3.21
The Concourse,1.30203,103.86299,,0700-1659: 2.14; 1700-0659: 2.14,,0700-1159: 2.14; 1200-0659: 2.14,1.07,
The Corporate Office,1.27949,103.84919,,0700-1659: 4; 1700-0659: 2.5,,0700-1659: 4; 1700-0659: 2.5,C,
The Esplanade,1.29021,103.85951,,0600-1759: 2; 1800-2159: 6; 2200-0559: 2,,0600-1800: 2,,0600-1800: 2
UE Square,1.29101,103.84253,,0800-1659: 2; 1700-0759: 3,,0800-1259: 2; 2300-0759: 3,3,
UOB Plaza,1.28503,103.85067,,0700-1759: 5; 1800-2359: 3.5; 0000-0659: 3.5,,0700-2359: 3.5; 0000-0659: 3.5,,0700-2359: 3.5; 0000-0659: 3.5
Vivocity,1.26479,103.820824,,0700-1800: 1.2; 1801-0400: 3; 4.01-0659: 2.5,,0700-1800: 1.4; 1801-0400: 3.5; 0401-0659: 2.5,,0700-1800: 1.4; 1801-0400: 3.5; 0401-0659: 2.5
27 West Coast Highway,1.28099,103.78293,,0000-2000: 1.5,,0000-2000: 1.5,,0000-2000: 1.5
798 Upper Bukit Timah Road,1.37126,103.763443,,0000-0700: 4.24; 07010700-0000: 2.14,,0000-0700: 4.24; 07010700-0000: 2.14,,0000-0700: 4.24; 07010700-0000: 2.14
Alexandra Retail Centre,1.27775,103.799767,,0700-1759: 2; 1800-2359: 2.4; 0000-0659: 2.4,,0700-0959: 2; 1000-2359: 2.4; 0000-0659: 2.4,,0700-2359: 2.4; 0000-0659: 2.4
Anchorpoint Shopping Centre,1.28724,103.80255,,0800-1859: 2; 1900-0759: 2.5,,0800-1859: 2; 1900-0759: 2.5,,0800-1859: 2; 1900-0759: 2.5
Bukit Panjang Plaza,1.37923,103.76356,,0000-1759: 1.07; 1800-2359: 2.14,,0000-1759: 2.14,,0000-1759: 2.14
Bukit Timah Plaza (Multi-Storey Car Park),1.34185,103.777649,,0730-1659: 1.28; 1700-2359: 2.25; 0000-0729: 2.25,,0730-1659: 1.28; 1700-2359: 2.25; 0000-0729: 2.25,,0730-1659: 1.28; 1700-2359: 2.25; 0000-0729: 2.25
Bukit Timah Shopping Centre,1.3416,103.77588,,0800-1659: 1.25; 1700-0759: 2.1,,0800-1659: 1.25; 1700-0759: 2.1,,0800-1659: 1.25; 1700-0759: 2.1
Coronation Shopping Plaza,1.32396,103.80952,2,,2,,2,
Holland Road Shopping Centre,1.31102,103.79587,,0000-2059:  3.1; 2100-2359: 3.25,,0000-2059:  3.1; 2100-2359: 3.25,,0000-2059:  3.1; 2100-2359: 3.25
IKEA (Alexandra),1.28976,103.80663,3,,3,,3,
IMM Building,1.33768,103.741837,F,,F,,F,
JCube,1.3328,103.74012,,0330-1759: 1.30; 1800-0329: 2.5,,0330-1759: 1.30; 1800-0329: 2.5,,0330-1759: 1.30; 1800-0329: 2.5
Junction 10,1.38006,103.76432,1.25,,1.25,,1.25,
Jurong Point Shopping Centre,1.339874,103.706467,,0700-1659: 1.07; 1700-2059: 2.14; 2100-0659: 1.07,2.14,,2.14,
Jurong Theatre,1.33418,103.72163,,0800-2059: 1.60; 2100-0759: 3,,0800-2059: 1.60; 2100-0759: 3,3,
Lot 1 Shopping Centre,1.38166,103.740318,,0000-1759: 1.07; 1800-2359: 2.14,,0300-1759: 2.14; 1800-0259: 2.14,,0300-1759: 2.14;
NUH,1.29469,103.778648,,1.8,,1.8,,1.8
Queensway Shopping Centre,1.29508,103.799942,,0800-1759: 2; 1800-0759: 2.3,,0800-1759: 1.5; 1800-0759: 2.3,,0800-1759: 2; 1800-0759: 2.3
Savoy Theatre,1.3471,103.71324,,0800-1659: 1.2; 1700-0759: 3,,0800-1659: 1.2; 1700-0759: 3,3,
Serene Centre,1.32188,103.81367,,0800-2159: 1.53; 2200-0759: 1.53,,0800-2159: 1.53; 2200-0759: 1.53,,0800-2159: 1.53; 2200-0759: 1.53
Sunshine Place,1.38062,103.74281,H,,H,,H,
The Clementi Mall,1.31823,103.76371,1.5,,1.5,,1.5,
The Metropolis,1.30486,103.79126,,0600-1759: 2.5; 1800-2359: 2.5; 0000-0559: 2.5,,0600-1759: 1; 1800-2359: 2.5; 0000-0559: 2.5,,0600-1759: 1; 1800-2359: 2.5; 0000-0559: 2.5
The Star Vista,1.30645,103.776207,1.3,,1.3,,2.14,
Tiong Bahru Plaza,1.28668,103.82798,1.5,,1.5,,,0700-1759: 1.5; 1800-0659: 3.6
Turf City,1.33711,103.79441,F,,F,,F,
Valley Point,1.29432,103.82798,1.5,,1.5,,1.5,
West Coast Plaza (Ginza Plaza),1.30673,103.760094,1.25,,1.5,,1.5,
West Mall,1.35012,103.748779,,0600-1659: 1.1; 1700-0559: 2.5,,0600-1659: 1.1; 1700-0559: 2.5,2.5,
Westgate,1.33548,103.74192,1.3,,1.3,,1.3,
Yew Tee Point,1.38511,103.745003,1.18,,1.18,,1.18,